Title,Opening Date,Theatre ID,Theatre Name (from Show Info),Production Type,Intermissions,Show Type,Show ID,Year,Closing Date,N Performances,Other Titles,Previews Date,Running Time,Official Website,Show Type Simple,Show Never Opened,Run Time,Revival,Pre-Broadway,Limited Run,Repertory
Sonny,1921-08-16,5028,Cort Theatre,Original Production,,Play,319356,1921,1921-09-10,31,,,,,Play,False,,False,,,
Chinese Love,1921-02-28,7440,Punch and Judy Theatre,Original Production,,Musical,319749,1921,1921-03-10,12,,,,,Musical,False,,False,,,
The Choir Rehearsal,1921-02-28,7440,Punch and Judy Theatre,Original Production,,Musical,319750,1921,1921-03-10,12,,,,,Musical,False,,False,,,
Blue Eyes,1921-02-21,7167,Casino Theatre,Original Production,,Musical,319754,1921,1921-04-10,56,,,,,Musical,False,,False,,,
It's Up To You,1921-03-28,7167,Casino Theatre,Original Production,,Musical,319755,1921,1921-04-16,24,,,,,Musical,False,,False,,,
The Rose Girl,1921-02-11,6987,Ambassador Theatre,Original Production,,Musical,319759,1921,1921-05-07,99,,,,,Musical,False,,False,,,
Princess Virtue,1921-05-04,5525,Central Theatre,Original Production,,Musical,319760,1921,1921-05-14,13,,,,,Musical,False,,False,,,
Phoebe of Quality Street,1921-05-09,5075,Shubert Theatre,Original Production,,Play,319762,1921,1921-05-21,16,,,,,Play,False,,False,,,
The Right Girl,1921-03-15,5085,Times Square Theatre,Original Production,,Musical,319765,1921,1921-06-04,98,,,,,Musical,False,,False,,,
June Love,1921-04-25,5300,Knickerbocker Theatre,Original Production,,Musical,319766,1921,1921-06-04,48,,,,,Musical,False,,False,,,
Love Birds,1921-03-15,7132,Apollo Theatre,Original Production,,Musical,319767,1921,1921-06-11,103,,,,,Musical,False,,False,,,
Sun-kist,1921-05-23,7018,Globe Theatre,Original Production,,Musical,319770,1921,1921-07-02,48,,,,,Musical,False,,False,,,
Biff! Bing! Bang!,1921-05-09,6987,Ambassador Theatre,Original Production,,Musical,319771,1921,1921-07-09,73,,,,,Musical,False,,False,,,
Snapshots of 1921,1921-06-02,7063,Selwyn Theatre,Original Production,,Musical,319772,1921,1921-08-06,60,,,,,Musical,False,,False,,,
The Broadway Whirl,1921-06-08,5085,Times Square Theatre,Original Production,,Musical,319773,1921,1921-08-20,85,,,,,Musical,False,,False,,,
The Mimic World [1921],1921-08-17,7192,Century Promenade,Original Production,,Musical,319775,1921,1921-09-10,26,,,,,Musical,False,,False,,,
The Love Letter,1921-10-04,7018,Globe Theatre,Original Production,,Musical,319778,1921,1921-10-29,31,,,,,Musical,False,,False,,,
Suzette,1921-11-24,7429,Princess Theatre,Original Production,,Musical,319779,1921,1921-11-26,4,,,,,Musical,False,,False,,,
The Wildcat,1921-11-26,7366,Park Theatre,Original Production,,Musical,319781,1921,1922-01-28,74,,,,,Musical,False,,False,,,
The O'Brien Girl,1921-10-03,5250,Liberty Theatre,Original Production,,Musical,319782,1921,1922-02-18,164,,,,,Musical,False,,False,,,
Dulcy,1921-08-13,7343,Frazee Theatre,Original Production,,Play,319786,1921,1922-03-11,241,,,,,Play,False,,False,,,
Get Together,1921-09-03,5372,Hippodrome Theatre,Original Production,,Musical,319790,1921,1922-04-22,397,,,,,Musical,False,,False,,,
The Perfect Fool,1921-11-07,5266,George M. Cohan's Theatre,Original Production,,Musical,319804,1921,1922-07-01,275,,,,,Musical,False,,False,,,
Iphigenia in Aulis,1921-04-17,7375,Manhattan Opera House,Revival,,Play,320309,1921,1921-04-17,1,,,,,Play,False,,True,,,
The Whirl of New York,1921-06-13,7070,Winter Garden Theatre,Revival,,Musical,320310,1921,1921-09-17,124,,,,,Musical,False,,True,,,
Love Dreams,1921-10-10,5085,Times Square Theatre,Original Production,,Musical,322523,1921,1921-11-12,40,,,,,Musical,False,,False,,,
Blossom Time,1921-09-29,6987,Ambassador Theatre,Original Production,1.0,Operetta,3580,1921,1923-01-27,516,,,,,Musical,False,,False,False,False,False
The Chocolate Soldier,1921-12-12,7180,Century Theatre,Revival,1.0,Operetta,3983,1921,1922-02-18,83,,,,,Musical,False,,True,,False,False
George White's Scandals [1921],1921-07-11,5250,Liberty Theatre,Original Production,1.0,Revue,4753,1921,1921-10-01,97,Scandals of 1921 (alternate title),,,,Revue,False,,False,,False,False
The Last Waltz,1921-05-10,7180,Century Theatre,Original Production,1.0,Operetta,5535,1921,,185,Der Letzte Walzer (German title),,,,Musical,False,,False,,False,False
The Merry Widow,1921-09-05,5300,Knickerbocker Theatre,Revival,1.0,Operetta,5994,1921,1921-10-22,56,Die Lustige Witwe (German title),,,,Musical,False,,True,,False,False
Music Box Revue [1921],1921-09-22,5057,Music Box Theatre,Original Production,1.0,Musical,6120,1921,1922-09-30,440,,,,,Musical,False,,False,,False,False
Shuffle Along [1921],1921-05-23,7101,63rd Street Music Hall,Original Production,1.0,Revue,7151,1921,1922-07-15,484,,,,,Revue,False,,False,False,False,False
Ziegfeld Follies of 1921,1921-06-21,5135,Globe Theatre,Original Production,1.0,Revue,7991,1921,1921-10-01,119,,,,,Revue,False,,False,,False,False
All Points West,1921-03-21,6065,Nixon's Apollo Theatre,Original Production,1.0,Musical,8226,1921,1921-04-30,,A Dangerous Maid,,,,Musical,False,,False,,False,False
The Bunch and Judy,1922-11-28,5135,Globe Theatre,Original Production,1.0,Musical,1829,1922,,63,,,,,Musical,False,,False,,False,False
Daffy Dill,1922-08-22,5355,Apollo Theatre,Original Production,1.0,Musical,1831,1922,,71,,,,,Musical,False,,False,,False,False
For Goodness Sake,1922-02-21,5049,Lyric Theatre,Original Production,1.0,Musical,1833,1922,1922-05-20,103,Stop Flirting (London title),,,,Musical,False,,False,,False,False
The French Doll,1922-02-20,5194,Lyceum Theatre,Original Production,1.0,,1835,1922,1922-06-03,120,,,,,,False,,False,,False,False
The Greenwich Village Follies [1922],1922-09-12,5075,Shubert Theatre,Original Production,1.0,Revue,1841,1922,1923-03-10,209,,,,,Revue,False,,False,,False,False
Little Nellie Kelly,1922-11-13,5250,Liberty Theatre,Original Production,1.0,Musical,1845,1922,1923-07-07,276,,,,,Musical,False,,False,,False,False
Make It Snappy,1922-04-13,5090,Winter Garden Theatre,Original Production,1.0,Revue,1847,1922,1922-07-01,96,,,,,Revue,False,,False,,False,False
Orange Blossoms,1922-09-19,7238,Fulton Theatre,Original Production,1.0,,1851,1922,1922-12-09,95,,,,,,False,,False,,False,False
Our Nell,1922-12-04,6108,Nora Bayes Theatre,Original Production,1.0,Musical,1852,1922,1923-01-06,40,,,,,Musical,False,,False,,False,False
The Passing Show of 1922,1922-09-20,5090,Winter Garden Theatre,Original Production,1.0,Revue,1853,1922,1922-12-02,85,,,,,Revue,False,,False,,False,False
Pins and Needles!,1922-02-01,5075,Shubert Theatre,Original Production,1.0,Revue,1856,1922,,46,,,,,Revue,,,False,,,
Plantation Revue,1922-07-17,7094,48th Street Theatre,Original Production,1.0,Revue,1857,1922,1922-08-12,33,,,,,Revue,False,,False,,False,False
Queen O' Hearts,1922-10-10,5266,George M. Cohan's Theatre,Original Production,1.0,Musical,1858,1922,1922-11-11,40,,,,,Musical,False,,False,,False,False
Raymond Hitchcock's Pin Wheel,1922-06-15,7211,Earl Carroll Theatre,Original Production,1.0,Revue,1859,1922,,28,,,,,Revue,,,False,,,
Spice of 1922,1922-07-06,5090,Winter Garden Theatre,Original Production,1.0,Revue,1865,1922,1922-09-09,85,,,,,Revue,False,,False,,False,False
The Yankee Princess,1922-10-02,5300,Knickerbocker Theatre,Original Production,1.0,Musical,1871,1922,1922-12-09,80,,,,,Musical,False,,False,,False,False
R. U. R.,1922-10-09,7524,Garrick Theatre,Original Production,,Play,312129,1922,,184,,,,,Play,False,,False,,,
From Morn to Midnight,1922-05-14,7524,Garrick Theatre,Original Production,,Play,313023,1922,,24,,,,,Play,False,,False,,,
Julius Caesar,1922-01-16,7094,48th Street Theatre,Revival,,Play,313857,1922,,,,,,,Play,False,,True,,,
Macbeth,1922-01-16,7094,48th Street Theatre,Revival,,Play,313858,1922,,,,,,,Play,False,,True,,,
Romeo and Juliet,1922-01-16,7094,48th Street Theatre,Revival,,Play,313859,1922,,,,,,,Play,False,,True,,,
Shore Leave,1922-08-08,7033,Lyceum Theatre,Original Production,,Play,314299,1922,,151,,,,,Play,False,,False,,,
The Torch Bearers,1922-08-29,7094,48th Street Theatre,Original Production,,Play,314300,1922,,135,,,,,Play,False,,False,,,
East of Suez,1922-09-21,7230,Eltinge 42nd Street Theatre,Original Production,,Play,314302,1922,,100,,,,,Play,False,,False,,,
On the Stairs,1922-09-25,5301,Playhouse Theatre,Original Production,,Play,314303,1922,,80,,,,,Play,False,,False,,,
Rose Bernd,1922-09-26,5211,Longacre Theatre,Original Production,,Play,314304,1922,,87,,,,,Play,False,,False,,,
Thin Ice,1922-09-30,7196,Comedy Theatre,Original Production,,Play,314305,1922,,105,,,,,Play,False,,False,,,
To Love,1922-10-17,7145,Bijou Theatre,Original Production,,Play,314306,1922,,55,,,,,Play,False,,False,,,
The Romantic Age,1922-11-14,7196,Comedy Theatre,Original Production,,Play,314307,1922,,31,,,,,Play,False,,False,,,
The Texas Nightingale,1922-11-20,7233,Empire Theatre,Original Production,,Play,314308,1922,,32,,,,,Play,False,,False,,,
The Lucky One,1922-11-20,7524,Garrick Theatre,Original Production,,Play,314309,1922,,40,,,,,Play,False,,False,,,
The Bootleggers,1922-11-27,5449,39th Street Theatre,Original Production,,Play,314310,1922,,32,,,,,Play,False,,False,,,
The Doormat,1922-12-07,7440,Punch and Judy Theatre,Original Production,,Play,314311,1922,,4,,,,,Play,False,,False,,,
The Red Poppy,1922-12-20,5369,Greenwich Village Theatre,Original Production,,Play,314312,1922,,13,,,,,Play,False,,False,,,
Hospitality,1922-11-13,7094,48th Street Theatre,Original Production,,Play,314313,1922,,46,,,,,Play,False,,False,,,
The Monster,1922-08-09,5449,39th Street Theatre,Original Production,,Play,314794,1922,,101,,,,,Play,False,,False,,,
Her Temporary Husband,1922-08-31,7343,Frazee Theatre,Original Production,,Play,314795,1922,,92,,,,,Play,False,,False,,,
It's a Boy!,1922-09-19,6152,Sam H. Harris Theatre,Original Production,,Play,314796,1922,,63,,,,,Play,False,,False,,,
Banco,1922-09-20,7057,Ritz Theatre,Original Production,,Play,314797,1922,,69,,,,,Play,False,,False,,,
La Tendresse,1922-09-25,7233,Empire Theatre,Original Production,,Play,314798,1922,,64,,,,,Play,False,,False,,,
Malvaloca,1922-10-02,7094,48th Street Theatre,Original Production,,Play,314799,1922,,48,,,,,Play,False,,False,,,
The Faithful Heart,1922-10-10,5016,Broadhurst Theatre,Original Production,,Play,314800,1922,,31,,,,,Play,False,,False,,,
Swifty,1922-10-16,5301,Playhouse Theatre,Original Production,,Play,314801,1922,,24,,,,,Play,False,,False,,,
L'Aventuriere,1922-11-13,5449,39th Street Theatre,Original Production,,Play,314802,1922,,16,,,,,Play,False,,False,,,
Virtue(?),1922-11-16,6108,Nora Bayes Theatre,Original Production,,Play,314803,1922,,3,,,,,Play,False,,False,,,
Chauve-Souris [1922],1922-06-05,7194,Century Grove,Original Production,,,315283,1922,,144,,,,,,False,,False,,,
Manhattan,1922-08-15,5301,Playhouse Theatre,Original Production,,Play,315284,1922,,86,,,,,Play,False,,False,,,
Fools Errant,1922-08-21,5622,Maxine Elliott's Theatre,Original Production,,Play,315285,1922,,64,,,,,Play,False,,False,,,
Hunky Dory,1922-09-04,7324,Klaw Theatre,Original Production,,Play,315286,1922,,48,,,,,Play,False,,False,,,
The Endless Chain,1922-09-04,5266,George M. Cohan's Theatre,Original Production,,Play,315287,1922,,40,,,,,Play,False,,False,,,
The Exciters,1922-09-22,5085,Times Square Theatre,Original Production,,Play,315288,1922,,43,,,,,Play,False,,False,,,
Dolly Jordan,1922-10-03,6055,Daly's 63rd Street Theatre,Original Production,,Play,315289,1922,,5,,,,,Play,False,,False,,,
That Day,1922-10-03,7145,Bijou Theatre,Original Production,,Play,315290,1922,,15,,,,,Play,False,,False,,,
The Ever Green Lady,1922-10-11,7440,Punch and Judy Theatre,Original Production,,Play,315291,1922,,13,,,,,Play,False,,False,,,
Persons Unknown,1922-10-25,7440,Punch and Judy Theatre,Original Production,,Play,315292,1922,,5,,,,,Play,False,,False,,,
A Serpent's Tooth,1922-08-24,7027,Little Theatre,Original Production,,,315601,1922,,36,,,,,,False,,False,,,
The Plot Thickens,1922-09-05,5334,Booth Theatre,Original Production,,Play,315602,1922,,15,,,,,Play,False,,False,,,
Wild Oats Lane,1922-09-06,5016,Broadhurst Theatre,Original Production,,Play,315603,1922,,13,,,,,Play,False,,False,,,
Dreams For Sale,1922-09-13,5301,Playhouse Theatre,Original Production,,Play,315604,1922,,13,,,,,Play,False,,False,,,
The Old Soak,1922-08-22,7054,Plymouth Theatre,Original Production,,Play,315807,1922,,423,,,,,Play,False,,False,,,
Lights Out,1922-08-14,5086,Vanderbilt Theatre,Original Production,,Play,315812,1922,,12,,,,,Play,False,,False,,,
The Woman Who Laughed,1922-08-16,5211,Longacre Theatre,Original Production,,Play,315813,1922,,13,,,,,Play,False,,False,,,
Seventh Heaven,1922-10-30,5334,Booth Theatre,Original Production,,Play,315939,1922,,704,,,,,Play,False,,False,,,
From Morn to Midnight,1922-06-26,7343,Frazee Theatre,Original Production,,Play,315945,1922,,24,,,,,Play,False,,False,,,
Whispering Wires,1922-08-07,6902,49th Street Theatre,Original Production,,Play,316146,1922,,352,,,,,Play,False,,False,,,
So This Is London,1922-08-30,6076,Hudson Theatre,Original Production,,Play,316147,1922,,343,,,,,Play,False,,False,,,
The Fool,1922-10-23,5085,Times Square Theatre,Original Production,,Play,316148,1922,,272,,,,,Play,False,,False,,,
Lawful Larceny,1922-01-02,7446,Theatre Republic,Original Production,,Play,316172,1922,,190,,,,,Play,False,,False,,,
He Who Gets Slapped,1922-01-09,7524,Garrick Theatre,Original Production,,Play,316173,1922,,182,,,,,Play,False,,False,,,
The Nest,1922-01-28,7094,48th Street Theatre,Original Production,,Play,316174,1922,,161,,,,,Play,False,,False,,,
The Rubicon,1922-02-21,6076,Hudson Theatre,Original Production,,Play,316176,1922,,132,,,,,Play,False,,False,,,
Up the Ladder,1922-03-06,5301,Playhouse Theatre,Original Production,,Play,316177,1922,,117,,,,,Play,False,,False,,,
The Truth About Blayds,1922-03-14,5334,Booth Theatre,Original Production,,Play,316178,1922,,108,,,,,Play,False,,False,,,
The Goldfish,1922-04-17,5622,Maxine Elliott's Theatre,Original Production,,Play,316179,1922,,70,,,,,Play,False,,False,,,
The Charlatan,1922-04-24,5085,Times Square Theatre,Original Production,,Play,316180,1922,,61,,,,,Play,False,,False,,,
The Bronx Express,1922-04-26,5889,Astor Theatre,Original Production,,Play,316181,1922,,58,,,,,Play,False,,False,,,
Partners Again,1922-05-01,7063,Selwyn Theatre,Original Production,,Play,316182,1922,,53,,,,,Play,False,,False,,,
Fanny Hawthorn,1922-05-11,5086,Vanderbilt Theatre,Original Production,,Play,316183,1922,,36,,,,,Play,False,,False,,,
Kempy,1922-05-15,5624,Belmont Theatre,Original Production,,Play,316184,1922,,38,,,,,Play,False,,False,,,
The Rotters,1922-05-22,5449,39th Street Theatre,Original Production,,Play,316185,1922,,16,,,,,Play,False,,False,,,
Makers of Light,1922-05-23,7404,Neighborhood Playhouse,Original Production,,Play,316186,1922,,21,,,,,Play,False,,False,,,
The Drums of Jeopardy,1922-05-29,7245,Gaiety Theatre,Original Production,,Play,316187,1922,,8,,,,,Play,False,,False,,,
A Pinch Hitter,1922-06-01,5039,Henry Miller's Theatre,Original Production,,Play,316188,1922,,17,,,,,Play,False,,False,,,
Time Is a Dream,1922-06-13,7404,Neighborhood Playhouse,Original Production,,Play,316189,1922,,12,,,,,Play,False,,False,,,
The Rivals,1922-06-05,7233,Empire Theatre,Revival,,Play,316190,1922,,8,,,,,Play,False,,True,,,
The Last Warning,1922-10-24,7324,Klaw Theatre,Original Production,,Play,316617,1922,,238,,,,,Play,False,,False,,,
Secrets,1922-12-25,7238,Fulton Theatre,Original Production,,Play,316618,1922,,168,,,,,Play,False,,False,,,
The Czarina,1922-01-31,7233,Empire Theatre,Original Production,,Play,316636,1922,,136,,,,,Play,False,,False,,,
Montmartre,1922-02-13,5624,Belmont Theatre,Original Production,,Play,316637,1922,,112,,,,,Play,False,,False,,,
Madeleine and the Movies,1922-03-06,7245,Gaiety Theatre,Original Production,,Play,316638,1922,,80,,,,,Play,False,,False,,,
The Hindu,1922-03-21,7196,Comedy Theatre,Original Production,,Play,316639,1922,,71,,,,,Play,False,,False,,,
The Night Call,1922-04-26,7343,Frazee Theatre,Original Production,,Play,316640,1922,,29,,,,,Play,False,,False,,,
Chains of Dew,1922-04-27,7439,Provincetown Playhouse,Original Production,,Play,316641,1922,,16,,,,,Play,False,,False,,,
What the Public Wants,1922-05-01,7524,Garrick Theatre,Original Production,,Play,316642,1922,,24,,,,,Play,False,,False,,,
The Red Geranium,1922-05-08,7429,Princess Theatre,Original Production,,Play,316643,1922,,16,,,,,Play,False,,False,,,
The Advertising of Kate,1922-05-08,7057,Ritz Theatre,Original Production,,Play,316644,1922,,24,,,,,Play,False,,False,,,
The Pigeon,1922-02-02,5369,Greenwich Village Theatre,Revival,,Play,316645,1922,,92,,,,,Play,False,,True,,,
The Shadow,1922-04-24,7324,Klaw Theatre,Revival,,Play,316646,1922,,16,,,,,Play,False,,True,,,
Billeted,1922-05-09,5369,Greenwich Village Theatre,Revival,,Play,316647,1922,,23,,,,,Play,False,,True,,,
Salome,1922-05-22,7324,Klaw Theatre,Revival,,Play,316648,1922,,8,,,,,Play,False,,True,,,
The Cat and the Canary,1922-02-07,7050,National Theatre,Original Production,,Play,316649,1922,,148,,,,,Play,False,,False,,,
Loyalties,1922-09-27,7245,Gaiety Theatre,Original Production,,Play,317116,1922,,220,,,,,Play,False,,False,,,
The Love Child,1922-11-14,5266,George M. Cohan's Theatre,Original Production,,Play,317117,1922,,167,,,,,Play,False,,False,,,
The God of Vengeance,1922-12-20,7439,Provincetown Playhouse,Original Production,,Play,317118,1922,,133,,,,,Play,False,,False,,,
The Masked Woman,1922-12-22,7230,Eltinge 42nd Street Theatre,Original Production,,Play,317119,1922,,115,,,,,Play,False,,False,,,
Why Not?,1922-12-25,7094,48th Street Theatre,Original Production,,Play,317120,1922,,120,,,,,Play,False,,False,,,
The Law Breaker,1922-02-01,5334,Booth Theatre,Original Production,,Play,317131,1922,,90,,,,,Play,False,,False,,,
Your Woman and Mine,1922-02-27,7324,Klaw Theatre,Original Production,,Play,317132,1922,,48,,,,,Play,False,,False,,,
The First Fifty Years,1922-03-13,7429,Princess Theatre,Original Production,,Play,317133,1922,,48,,,,,Play,False,,False,,,
Taboo,1922-04-04,6152,Sam H. Harris Theatre,Original Production,,Play,317134,1922,,3,,,,,Play,False,,False,,,
The Green Ring,1922-04-04,7404,Neighborhood Playhouse,Original Production,,Play,317135,1922,,30,,,,,Play,False,,False,,,
Lady Bug,1922-04-17,7132,Apollo Theatre,Original Production,,Play,317136,1922,,5,,,,,Play,False,,False,,,
Candida,1922-03-22,5369,Greenwich Village Theatre,Revival,,Play,317137,1922,,43,,,,,Play,False,,True,,,
The National Anthem,1922-01-23,5039,Henry Miller's Theatre,Original Production,,Play,317138,1922,,114,,,,,Play,False,,False,,,
It Is the Law,1922-11-29,7057,Ritz Theatre,Original Production,,Play,317605,1922,,125,,,,,Play,False,,False,,,
Rose Briar,1922-12-25,7233,Empire Theatre,Original Production,,Play,317606,1922,,88,,,,,Play,False,,False,,,
Madame Pierre,1922-02-15,7057,Ritz Theatre,Original Production,,Play,317621,1922,,37,,,,,Play,False,,False,,,
Bavu,1922-02-25,7211,Earl Carroll Theatre,Original Production,,Play,317622,1922,,25,,,,,Play,False,,False,,,
